City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Soroti,UG,1.7146,33.6111,73.0,55,38,6.53,scattered clouds
346,Cockburn Town,TC,21.4612,-71.1419,79.65,75,14,20.4,few clouds
347,Huilong,CN,31.8111,121.655,51.04,60,24,4.56,few clouds
348,Alta Floresta,BR,-9.8756,-56.0861,85.82,79,40,2.3,light rain
349,Coquimbo,CL,-29.9533,-71.3436,65.93,68,0,14.97,clear sky
350,Bosaso,SO,11.2842,49.1816,75.56,63,5,5.61,clear sky
351,Saint George,US,37.1041,-113.5841,68.47,42,1,5.75,clear sky
352,Ulladulla,AU,-35.35,150.4667,57.78,81,100,6.73,overcast clouds
353,Port Macquarie,AU,-31.4333,152.9167,66.09,94,75,13.8,broken clouds
354,Vernon,CA,50.2581,-119.2691,33.6,84,100,5.75,light snow
355,Gat,IL,31.61,34.7642,69.4,48,100,5.03,overcast clouds
356,Jennings,US,38.7192,-90.2604,54.21,58,75,1.01,broken clouds
357,Hofn,IS,64.2539,-15.2082,31.46,55,0,10.71,clear sky
358,Capreol,CA,46.706,-80.9225,32.92,72,75,5.01,snow
359,Vila Velha,BR,-20.3297,-40.2925,78.75,73,20,11.5,few clouds
360,Pingzhuang,CN,42.0372,119.2889,29.59,42,0,5.77,clear sky
361,Levelland,US,33.5873,-102.378,59.2,33,68,5.59,broken clouds
362,Tuxpan,MX,19.55,-103.4,83.95,25,11,2.86,few clouds
363,Fort Dix,US,40.0298,-74.6185,49.03,62,1,0.0,clear sky
364,Cayenne,GF,4.9333,-52.3333,78.84,92,75,5.75,light rain
365,Nemuro,JP,43.3236,145.575,32.43,62,30,18.34,scattered clouds
366,Masuguru,TZ,-11.3667,38.4167,83.1,49,71,10.89,broken clouds
367,Beaverlodge,CA,55.2166,-119.4361,0.75,83,100,5.44,overcast clouds
368,Inuvik,CA,68.3499,-133.7218,-15.59,73,1,5.75,clear sky
369,Kruisfontein,ZA,-34.0033,24.7314,60.89,95,100,16.91,light rain
370,Nanakuli,US,21.3906,-158.1547,67.71,80,90,5.75,overcast clouds
371,Laranjal Paulista,BR,-23.0497,-47.8367,88.79,32,5,5.08,clear sky
372,Constantine,DZ,36.365,6.6147,47.61,61,0,4.61,clear sky
373,Touros,BR,-5.1989,-35.4608,88.7,70,95,14.83,overcast clouds
374,Khatanga,RU,71.9667,102.5,-21.33,98,100,8.23,overcast clouds
375,Sistranda,NO,63.7256,8.834,30.16,63,100,13.02,overcast clouds
376,Srandakan,ID,-7.9386,110.2506,63.73,89,100,6.89,moderate rain
377,Kavaratti,IN,10.5669,72.642,81.28,76,52,5.66,broken clouds
378,Sur,OM,22.5667,59.5289,73.72,61,0,1.66,clear sky
379,Pochutla,MX,15.7432,-96.4661,90.82,36,4,7.81,clear sky
380,Obzor,BG,42.8167,27.8833,39.42,88,100,6.46,overcast clouds
381,Tura,IN,25.5198,90.2201,66.25,74,100,2.13,overcast clouds
382,Touba,CI,8.2833,-7.6833,83.93,41,76,2.37,broken clouds
383,Grindavik,IS,63.8424,-22.4338,28.87,100,40,9.22,scattered clouds
384,Bako,ET,5.7833,36.5667,73.31,44,95,3.11,overcast clouds
385,Visby,SE,57.6409,18.296,29.05,86,0,8.05,clear sky
386,Makakilo City,US,21.3469,-158.0858,66.29,81,90,5.75,overcast clouds
387,Taoudenni,ML,22.6783,-3.9836,64.63,21,0,11.43,clear sky
388,Luganville,VU,-15.5333,167.1667,78.31,82,100,5.39,overcast clouds
389,Neustrelitz,DE,53.3667,13.0833,34.68,96,100,8.88,overcast clouds
390,Brownsville,US,25.9018,-97.4975,82.9,69,12,8.99,few clouds
391,Tevaitoa,PF,-16.7833,-151.5,81.23,67,89,16.64,overcast clouds
392,Comodoro Rivadavia,AR,-45.8667,-67.5,75.06,20,0,17.27,clear sky
393,Asau,RO,46.4333,26.4,30.96,78,100,3.58,overcast clouds
394,Pevek,RU,69.7008,170.3133,-13.18,98,100,9.1,overcast clouds
395,West Wendover,US,40.7391,-114.0733,36.61,70,1,3.44,clear sky
396,Half Moon Bay,US,37.4636,-122.4286,56.98,81,90,1.01,overcast clouds
397,Camopi,GF,3.1655,-52.3158,76.68,97,99,3.33,overcast clouds
398,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,94,40,5.61,scattered clouds
399,Villa Carlos Paz,AR,-31.4241,-64.4978,76.89,60,68,5.99,broken clouds
400,Veraval,IN,20.9,70.3667,76.39,69,20,2.48,few clouds
401,Nouakchott,MR,18.0858,-15.9785,75.13,34,100,8.63,overcast clouds
402,Kastamonu,TR,41.5,33.6667,43.5,80,100,3.74,overcast clouds
403,Rudsar,IR,37.1376,50.288,48.18,67,3,7.29,clear sky
404,Rio Grande,BR,-32.035,-52.0986,77.11,76,98,15.57,overcast clouds
405,Biak,ID,-0.9131,122.8766,76.95,86,87,2.13,overcast clouds
406,Dunedin,NZ,-45.8742,170.5036,63.34,73,100,4.25,overcast clouds
407,Keuruu,FI,62.2667,24.7,3.79,83,7,9.24,clear sky
408,Bukama,CD,-9.2,25.85,74.79,71,2,1.05,clear sky
409,Kristinehamn,SE,59.3098,14.1081,21.51,92,43,11.54,scattered clouds
410,Hovd,MN,48.0056,91.6419,19.08,64,0,1.79,clear sky
411,Kaka,TM,37.3482,59.6143,42.66,81,6,5.75,clear sky
412,Ishinomaki,JP,38.4167,141.3,35.8,73,3,17.49,clear sky
413,Palu,ID,-0.8917,119.8707,76.06,94,100,1.99,overcast clouds
414,Bahar,IR,34.9072,48.4414,41.11,31,53,4.81,broken clouds
415,Kalmunai,LK,7.4167,81.8167,78.55,84,1,2.59,clear sky
416,Manacapuru,BR,-3.2997,-60.6206,82.98,74,84,5.23,broken clouds
417,Kuhdasht,IR,33.535,47.6061,48.63,35,100,2.04,overcast clouds
418,Rajshahi,BD,24.3667,88.6,69.76,66,100,5.61,overcast clouds
419,Cabano,PH,10.5869,122.7002,76.98,82,83,20.89,broken clouds
420,Saint Anthony,US,45.0205,-93.218,34.75,51,90,4.0,overcast clouds
421,Alyangula,AU,-13.8483,136.4192,78.67,100,40,1.14,scattered clouds
422,Bayan,CN,46.0833,127.4,6.85,87,10,5.86,clear sky
423,Felanitx,ES,39.4696,3.1483,60.96,74,98,9.53,overcast clouds
424,Mingaora,PK,34.7758,72.3625,54.59,56,100,2.71,overcast clouds
425,Margate,GB,51.3813,1.3862,42.91,74,100,3.0,overcast clouds
426,La Union,PE,-5.4,-80.75,82.08,44,40,14.61,scattered clouds
427,Nara,JP,34.6851,135.8049,42.26,62,41,3.91,scattered clouds
428,Tagusao,PH,9.1924,117.8141,78.53,83,100,3.65,overcast clouds
429,Americus,US,32.0724,-84.2327,74.35,56,100,8.05,overcast clouds
430,Itarema,BR,-2.9248,-39.9167,84.85,64,99,16.51,overcast clouds
431,Saint-Pierre,RE,-21.3393,55.4781,78.48,79,20,2.3,few clouds
432,Riachao Das Neves,BR,-11.7461,-44.91,74.97,81,100,7.49,overcast clouds
433,Hamilton,US,39.1834,-84.5333,54.59,51,1,4.0,clear sky
434,Saldanha,ZA,-33.0117,17.9442,66.25,91,100,13.73,moderate rain
435,Salalah,OM,17.0151,54.0924,77.09,61,0,4.61,clear sky
436,Cabo San Lucas,MX,22.8909,-109.9124,84.51,63,20,1.99,few clouds
437,Meulaboh,ID,4.1363,96.1285,76.28,87,79,4.54,broken clouds
438,Gushikawa,JP,26.3544,127.8686,63.63,63,90,4.61,overcast clouds
439,Geraldton,AU,-28.7667,114.6,63.01,77,0,9.22,clear sky
440,Marsh Harbour,BS,26.5412,-77.0636,75.7,64,0,10.49,clear sky
441,Komsomolskiy,UZ,40.4272,71.7189,39.92,70,100,4.61,haze
442,Fort Frances,CA,48.5999,-93.4003,17.82,67,1,5.99,clear sky
443,Rudbar,AF,30.15,62.6,56.77,42,0,5.88,clear sky
444,Champerico,GT,14.3,-91.9167,94.35,59,0,6.44,clear sky
445,Ronne,DK,55.1009,14.7066,39.11,100,90,2.3,overcast clouds
446,Tiarei,PF,-17.5333,-149.3333,82.42,69,59,14.36,broken clouds
447,Mogzon,RU,51.7435,111.9606,22.32,76,1,14.07,clear sky
448,Porteirinha,BR,-15.7433,-43.0283,79.84,68,36,3.65,scattered clouds
449,Lukovo,MK,41.3494,20.6047,36.99,93,30,4.41,scattered clouds
450,Imeni Poliny Osipenko,RU,52.4201,136.4853,-6.16,92,95,12.84,overcast clouds
451,Srednekolymsk,RU,67.45,153.6833,-39.77,100,53,3.15,broken clouds
452,Kharabali,RU,47.4196,47.2568,41.65,96,100,12.77,overcast clouds
453,Rafaela,AR,-31.2503,-61.4867,89.06,36,92,3.0,overcast clouds
454,College,US,64.8569,-147.8028,-20.42,68,1,0.0,clear sky
455,Odienne,CI,9.51,-7.5692,83.44,32,34,2.42,scattered clouds
456,Shimoda,JP,34.6667,138.95,49.21,63,55,13.11,broken clouds
457,Saint-Leu,RE,-21.15,55.2833,77.86,81,15,5.08,few clouds
458,San Ramon,US,37.7799,-121.978,56.1,86,90,1.01,overcast clouds
459,Acarau,BR,-2.8856,-40.12,85.41,63,95,17.67,overcast clouds
460,Marfino,RU,55.7028,37.3822,22.95,80,20,6.71,few clouds
461,Phan Thiet,VN,10.9333,108.1,68.05,79,18,6.15,few clouds
462,Buraydah,SA,26.326,43.975,63.05,38,5,8.72,clear sky
463,Timbiqui,CO,2.7717,-77.6654,77.63,86,100,4.63,light rain
464,Wanning,CN,18.8003,110.3967,68.0,78,100,12.24,overcast clouds
465,Viedma,AR,-40.8135,-62.9967,76.59,18,78,11.21,broken clouds
466,Muros,ES,42.7762,-9.0603,54.23,87,99,12.26,overcast clouds
467,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,67,40,14.0,scattered clouds
468,Abbeville,FR,50.1,1.8333,46.36,67,13,14.0,few clouds
469,El Astillero,ES,43.4009,-3.8205,53.87,84,75,18.41,broken clouds
470,Tairua,NZ,-37.0167,175.85,67.08,94,100,6.78,overcast clouds
471,Nieuw Amsterdam,SR,5.8833,-55.0833,87.82,69,40,11.5,scattered clouds
472,Thinadhoo,MV,0.5333,72.9333,82.18,80,100,15.39,overcast clouds
473,Sorland,NO,67.667,12.6934,28.99,59,22,17.85,few clouds
474,Vardo,NO,70.3705,31.1107,21.6,73,9,18.97,clear sky
475,Inhambane,MZ,-23.865,35.3833,80.58,88,40,18.01,scattered clouds
476,Sirsi,IN,14.6167,74.85,66.78,98,50,1.9,scattered clouds
477,Pingxiang,CN,27.6167,113.85,50.0,59,100,2.21,overcast clouds
478,Umm Kaddadah,SD,13.6017,26.6876,78.19,20,0,11.3,clear sky
479,Yerbogachen,RU,61.2767,108.0108,19.69,85,100,14.94,overcast clouds
480,Pearl,US,32.2746,-90.132,75.22,78,75,3.44,broken clouds
481,Kedougou,SN,12.5579,-12.1743,97.38,23,0,0.0,clear sky
482,Mandla,IN,22.6,80.3833,62.06,55,17,3.13,few clouds
483,Darovskoy,RU,58.77,47.9564,24.24,92,100,11.83,light snow
484,Hohhot,CN,40.8106,111.6522,14.29,67,0,4.47,clear sky
485,Vao,NC,-22.6667,167.4833,76.64,84,96,17.45,overcast clouds
486,Kulhudhuffushi,MV,6.6221,73.07,81.99,75,25,8.08,scattered clouds
487,Sisimiut,GL,66.9395,-53.6735,35.46,86,100,13.67,light rain
488,Yenagoa,NG,4.9247,6.2642,81.23,79,100,6.46,overcast clouds
489,Goundam,ML,16.4145,-3.6708,82.11,11,100,10.33,overcast clouds
490,Bobrovytsya,UA,50.75,31.3833,29.66,91,38,5.82,scattered clouds
491,Faya,SA,18.3851,42.4509,57.31,32,0,2.59,clear sky
492,Fort Nelson,CA,58.8053,-122.7002,-18.81,76,75,0.0,light snow
493,Kyzyl-Suu,KG,42.3414,78.0056,29.46,54,64,8.3,broken clouds
494,Turmalina,BR,-17.2856,-42.73,78.26,64,84,3.42,broken clouds
495,Sinop,TR,41.7711,34.8709,47.79,60,100,11.9,overcast clouds
496,Honningsvag,NO,70.9821,25.9704,23.18,80,9,26.82,clear sky
497,Carauari,BR,-4.8828,-66.8958,87.44,63,81,1.68,broken clouds
498,Esil,KZ,51.9556,66.4042,30.45,92,100,10.13,overcast clouds
499,Roman,RO,46.9167,26.9167,33.62,62,100,6.08,overcast clouds
500,La Rioja,ES,42.25,-2.5,43.48,96,100,4.36,overcast clouds
501,Sioux Lookout,CA,50.1001,-91.917,10.78,78,90,12.66,light snow
502,Paamiut,GL,61.994,-49.6678,36.52,90,97,35.59,light rain
503,Perleberg,DE,53.0667,11.8667,37.89,90,100,10.71,overcast clouds
504,Sault Sainte Marie,CA,46.5168,-84.3333,30.49,69,90,23.02,light snow
505,Kayes,ML,14.0,-11.0,89.35,12,100,5.82,overcast clouds
506,Ciudad Guayana,VE,8.3533,-62.6528,88.52,65,100,7.72,overcast clouds
507,Egvekinot,RU,66.3167,-179.1667,-27.13,96,23,4.83,few clouds
508,Winnemucca,US,40.973,-117.7357,42.85,49,1,0.0,clear sky
509,Vaitape,PF,-16.5167,-151.75,81.3,68,14,16.13,few clouds
510,Tangjiazhuang,CN,39.7333,118.45,36.54,53,0,2.21,clear sky
511,Saint-Ambroise,CA,48.5501,-71.3324,14.58,62,100,4.61,overcast clouds
512,Husavik,IS,66.0449,-17.3389,13.91,80,29,11.86,scattered clouds
513,Lewistown,US,40.5992,-77.5714,53.91,46,1,9.22,clear sky
514,Peace River,CA,56.2501,-117.286,-5.49,77,90,16.11,light snow
515,Mount Gambier,AU,-37.8333,140.7667,40.91,93,40,0.0,mist
516,Lyngseidet,NO,69.5763,20.2189,21.29,96,18,17.43,few clouds
517,Vestmanna,FO,62.1564,-7.1664,32.92,69,20,6.91,few clouds
518,Ancud,CL,-41.8697,-73.8203,65.73,57,0,6.71,clear sky
519,Calvinia,ZA,-31.4707,19.776,57.09,74,52,12.48,broken clouds
520,Mackenzie,CA,55.2999,-123.1698,19.62,79,90,3.44,overcast clouds
521,Harindanga,IN,22.0383,88.3214,71.58,95,100,13.56,light rain
522,Mananjary,MG,-21.2167,48.3333,75.88,89,3,7.36,clear sky
523,Gonzalez,US,30.5816,-87.2914,77.76,64,75,1.01,broken clouds
524,Porosozero,RU,62.7191,32.727,4.87,84,10,10.11,clear sky
525,Maniitsoq,GL,65.4167,-52.9,39.49,71,100,17.72,overcast clouds
526,Hami,CN,42.8,93.45,26.31,57,39,1.45,scattered clouds
527,Avera,US,33.194,-82.5271,72.91,45,100,7.31,overcast clouds
528,Sarai Naurang,PK,32.8259,70.7814,62.29,23,6,3.02,clear sky
529,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,100,75,4.47,light shower snow
530,Wabag,PG,-5.4781,143.7021,54.16,97,100,3.24,overcast clouds
531,Belmonte,BR,-15.8631,-38.8828,82.4,81,16,7.02,few clouds
532,Ponta Do Sol,PT,32.6667,-17.1,66.7,68,98,9.71,overcast clouds
533,Amahai,ID,-3.3333,128.9167,77.9,88,100,2.75,overcast clouds
534,General Pico,AR,-35.6566,-63.7568,62.55,87,100,7.31,overcast clouds
535,Spring,US,30.0799,-95.4172,81.99,78,75,1.99,broken clouds
536,Sao Mateus,BR,-18.7161,-39.8589,78.53,70,13,9.84,few clouds
537,Pemangkat,ID,1.1667,108.9667,77.81,87,69,6.17,broken clouds
538,Nakamura,JP,32.9833,132.9333,37.69,80,0,3.89,clear sky
539,Antsohihy,MG,-14.8796,47.9875,79.25,75,0,0.63,clear sky
540,Carballo,ES,43.213,-8.691,52.75,89,100,7.0,overcast clouds
541,Qostanay,KZ,53.1667,63.5833,32.29,93,40,11.18,scattered clouds
542,Kurilsk,RU,45.2333,147.8833,34.23,60,100,26.98,overcast clouds
543,Schoneiche,DE,52.4667,13.6833,36.82,87,75,8.05,broken clouds
544,Bambanglipuro,ID,-7.95,110.2833,63.61,90,100,6.82,overcast clouds
545,Takoradi,GH,4.8845,-1.7554,81.32,78,24,8.19,few clouds
546,Itoman,JP,26.1247,127.6694,64.42,55,75,8.05,broken clouds
547,Taunton,GB,51.0211,-3.1047,44.87,81,13,3.0,few clouds
548,Rudiskes,LT,54.5167,24.8333,29.21,94,100,6.51,light snow
549,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,83.08,83,99,1.88,overcast clouds
